sys_id,company_sys_id,company_name,state,priority,category,short_description,opened_at,resolved_at,assignment_group,reopen_count
d1f6543da96c255726b3e4756b15fe93,7eaa7d6892962207ac6ea3dff923b655,LarkWorks Technologies,Closed,Critical,Hardware,Bulk import rejected invalid rows,2026-01-08 00:00:00,2026-01-15 00:00:00,DBA,0
8ad3fb615ee4aa433e81985364491922,f02b9895019a7c1a1f9d0e2833b098e6,RidgeWave Systems,Closed,Moderate,Access,Backup job did not complete overnight,2025-08-15 00:00:00,2025-09-02 00:00:00,L2-Support,1
427bd329d29f4a89dd2402ee3ea2e152,f02b9895019a7c1a1f9d0e2833b098e6,RidgeWave Systems,Closed,High,Database,Scheduled report not delivered,2026-05-24 00:00:00,2026-05-28 00:00:00,DBA,2
3b4ef6191cef183f0b33828bc60ad3a4,f02b9895019a7c1a1f9d0e2833b098e6,RidgeWave Systems,Closed,Moderate,Performance,Database connection pool exhausted,2025-07-29 00:00:00,2025-07-31 00:00:00,L2-Support,1
3ca6a4ccc7f36f5cc1daa6e359b523fe,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,Critical,Performance,Export to CSV missing columns,2026-04-21 21:00:00,,DBA,0
92c4bd8979a7553d6585e992187c6818,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,High,Access,Slow query performance on reporting tables,2026-07-14 02:00:00,,DBA,0
cafb558c2e039a145e66412d8e65cc89,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,Critical,Hardware,Slow query performance on reporting tables,2026-05-18 13:00:00,,L1-Support,0
06b9eecd538375efc157de682750eed4,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,High,Security,User unable to reset password,2026-06-21 04:00:00,,DBA,2
b23273e8a45bca8568c52cb579812f6b,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,Critical,Software,Permission denied on shared folder,2026-04-16 00:00:00,,L1-Support,2
586f2dbf83a0394aef829170411328df,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,High,Performance,Backup job did not complete overnight,2026-04-14 16:00:00,,DBA,1
b04a335461b97c755eef53c7ebd5333e,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,Critical,Access,VPN latency spikes for remote users,2026-03-19 15:00:00,,SecOps,2
c95fdf6d802841a7e9fb09eec25a6201,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,High,Performance,Slow query performance on reporting tables,2026-05-05 03:00:00,,L2-Support,2
1b25addccdc25084661cb965b6df96ce,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,Critical,Database,Certificate expired on internal endpoint,2026-03-20 05:00:00,,Network-Ops,0
045aade0125552a68db80297d6ef5906,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,High,Hardware,Integration connector disconnected,2026-07-07 03:00:00,,SecOps,1
ba2dc18bf1ecdcaeaf7713d8a8a30447,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,Critical,Security,Mobile app crashes on startup,2026-05-25 06:00:00,,Network-Ops,0
5a9cdb9bf9a16aec2a8b2dfe70d32012,97643a80ab7b99f6255823e63f1994a2,CascadeCloud Group,Open,High,Performance,Integration connector disconnected,2026-05-01 05:00:00,,SecOps,0
42626bf2f82824d8be27787f37f419e3,637818bf0945a91ec65b96aa15b8cabb,VanguardTech Holdings,Open,Low,Hardware,Email notifications delayed,2026-04-17 00:00:00,,DBA,0
476dc33609c3752bc502a664845e1109,637818bf0945a91ec65b96aa15b8cabb,VanguardTech Holdings,Open,Low,Network,Latency in real-time event stream,2026-05-03 00:00:00,,DBA,1
8f065587035be3d98159628dabeb11de,637818bf0945a91ec65b96aa15b8cabb,VanguardTech Holdings,Closed,High,Access,Search returns stale results,2026-06-14 00:00:00,2026-06-28 00:00:00,SecOps,2
8e8c911f1a0d92ea58128016183bce26,637818bf0945a91ec65b96aa15b8cabb,VanguardTech Holdings,Closed,Low,Performance,API rate-limit errors on data sync,2025-07-07 00:00:00,2025-07-14 00:00:00,L1-Support,2
f324469d8a4bc9f9efaa32781bf6d3ff,637818bf0945a91ec65b96aa15b8cabb,VanguardTech Holdings,Closed,Moderate,Performance,Email notifications delayed,2025-12-27 00:00:00,2026-01-03 00:00:00,SecOps,2
640a6f56ebd21deb5af19b3084ca31dd,6b9d705a80c53fbc8ff8da1db2257209,Standard Byte Partners,Closed,Critical,Security,License activation not recognized,2025-10-05 00:00:00,2025-10-22 00:00:00,SecOps,1
4ef4872e17bc175f3587071af8f1deca,6b9d705a80c53fbc8ff8da1db2257209,Standard Byte Partners,Closed,Critical,Network,Bulk import rejected invalid rows,2025-11-15 00:00:00,2025-12-07 00:00:00,L2-Support,1
32b57ad12e1687b49c30b92a21bb08bc,6b9d705a80c53fbc8ff8da1db2257209,Standard Byte Partners,Closed,Moderate,Database,SSO login errors after password reset,2026-04-14 00:00:00,2026-04-16 00:00:00,SecOps,2
4247c338633d449c6cbd7abff828fcd6,6b9d705a80c53fbc8ff8da1db2257209,Standard Byte Partners,Closed,Low,Security,User unable to reset password,2026-02-18 00:00:00,2026-02-19 00:00:00,DBA,2
654d211487b8868098008adc2a765453,9f73ee940292d3261b14725ec806b50c,PacificDynamics Holdings,Closed,Low,Network,Slow query performance on reporting tables,2026-01-01 00:00:00,2026-01-12 00:00:00,Network-Ops,0
ee10909c6bbd2ae92bfe1ea7a0473ee0,9f73ee940292d3261b14725ec806b50c,PacificDynamics Holdings,Closed,Moderate,Database,Dashboard fails to load for some users,2025-07-26 00:00:00,2025-08-01 00:00:00,Network-Ops,1
c46ddb4621f2f58c24aac5d339665df0,9f73ee940292d3261b14725ec806b50c,PacificDynamics Holdings,Closed,Low,Hardware,Export to CSV missing columns,2025-07-21 00:00:00,2025-07-23 00:00:00,DBA,0
78d178236210460eeb18267f395f43b2,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,Critical,Access,Batch export job failing intermittently,2026-05-03 12:00:00,,DBA,2
c6ef6a88d2457cd8cd69a8b4b21cd750,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,High,Network,Backup job did not complete overnight,2026-06-12 16:00:00,,DBA,0
e7e1e3f33784c7607a7cd1dd242618f2,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,Critical,Database,Mobile app crashes on startup,2026-07-06 06:00:00,,L1-Support,1
b4dc551116a014c1b69593e5b6e8f41c,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,High,Hardware,Certificate expired on internal endpoint,2026-05-29 06:00:00,,L1-Support,1
c91320524ae80ef5198e2ebdaa412748,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,Critical,Database,Latency in real-time event stream,2026-03-19 14:00:00,,L1-Support,2
eeb631dbe4a0ab6f6a001cfb3f734e2c,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,High,Performance,API rate-limit errors on data sync,2026-04-24 12:00:00,,DBA,1
103efefecf1fc1a8eeadd2ff2cb13e0d,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,Critical,Database,License activation not recognized,2026-04-16 18:00:00,,SecOps,2
e2c54f2d334f3262e015b2d2b64ac7f1,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Open,Moderate,Access,Dashboard fails to load for some users,2026-05-28 00:00:00,,Network-Ops,0
1b49026d9e3500d243ed4cc9da289a65,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Closed,Critical,Database,Email notifications delayed,2026-02-01 00:00:00,2026-02-14 00:00:00,SecOps,0
5d6201488a5dc6976ecd3a73b1956d71,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Closed,Low,Hardware,Two-factor codes not being received,2026-05-18 00:00:00,2026-05-20 00:00:00,Network-Ops,0
42ade3b3a09fc33edcb0c4a7ae300821,fe243219540d3cd69ffc4b6f5ee11a6d,HarborWave Global,Closed,High,Security,Export to CSV missing columns,2025-11-04 00:00:00,2025-11-25 00:00:00,L2-Support,2
e835f90ca4499433562bed12de8a8358,8324d8bbd3023c35f4b2d6860a04bd8b,UnionForge Co,Open,Critical,Software,License activation not recognized,2026-06-17 05:00:00,,DBA,0
a01d238c140e385e39d0c55bb98a1e7f,8324d8bbd3023c35f4b2d6860a04bd8b,UnionForge Co,Open,High,Access,Permission denied on shared folder,2026-07-04 12:00:00,,L1-Support,2
cd821db882354ac291c0554f0cbac311,8324d8bbd3023c35f4b2d6860a04bd8b,UnionForge Co,Open,Critical,Database,Mobile app crashes on startup,2026-07-14 01:00:00,,L1-Support,0
4b135805469090ab0fbb781d3396c02a,8324d8bbd3023c35f4b2d6860a04bd8b,UnionForge Co,Closed,Low,Access,Latency in real-time event stream,2026-06-04 00:00:00,2026-06-17 00:00:00,SecOps,2
a64aa5a634a7fd009f42cfce92c58cb6,8324d8bbd3023c35f4b2d6860a04bd8b,UnionForge Co,Closed,Low,Security,Search returns stale results,2026-04-15 00:00:00,2026-04-29 00:00:00,SecOps,0
f19499a4a83570e8ea93a694177715dc,8324d8bbd3023c35f4b2d6860a04bd8b,UnionForge Co,Closed,Moderate,Access,Two-factor codes not being received,2026-03-10 00:00:00,2026-04-02 00:00:00,DBA,1
1d9dbc5dab1d044121d301f978529af3,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Open,Critical,Software,Search returns stale results,2026-03-29 03:00:00,,L1-Support,1
856850556d8368369e2a6d023cfaff01,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Open,High,Hardware,Backup job did not complete overnight,2026-06-21 00:00:00,,L1-Support,0
e9f6e3d78b778e36ad48f438e9a41f6a,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Open,Critical,Network,Latency in real-time event stream,2026-03-27 10:00:00,,L1-Support,2
d49250d3ec9cd5656f483187ebfe6b0a,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Open,Low,Hardware,License activation not recognized,2026-04-01 00:00:00,,DBA,2
ee6db0a13f5e7e9f8440482e35646089,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Open,Moderate,Performance,Database connection pool exhausted,2026-07-04 00:00:00,,DBA,2
5dd51f63e87fd071b65d40102f7da55f,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Closed,Low,Software,File upload times out over 50MB,2025-10-17 00:00:00,2025-10-27 00:00:00,L1-Support,1
ddda28168a980bb7352ab2338f309d6c,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Closed,Moderate,Hardware,Email notifications delayed,2025-12-17 00:00:00,2026-01-07 00:00:00,SecOps,0
eb3ec1abd073b68d4d2c4912fb1cef31,27b6e1769ca05e6b0b8f0b16b8070602,KeystoneGrid Inc,Closed,Critical,Software,Permission denied on shared folder,2026-01-04 00:00:00,2026-01-24 00:00:00,DBA,0
5951ae9373bc15c47b3df046cad5420b,a7c5c0c40084c948b01a223a8502952a,ApexAnalytics Technologies,Open,Moderate,Software,Dashboard fails to load for some users,2026-07-14 00:00:00,,SecOps,2
6525e02b611645f6a192e5d6308ce31c,a7c5c0c40084c948b01a223a8502952a,ApexAnalytics Technologies,Open,Moderate,Performance,License activation not recognized,2026-05-20 00:00:00,,DBA,0
06beeab402dfdea59c1db52f2ed463d0,a7c5c0c40084c948b01a223a8502952a,ApexAnalytics Technologies,Closed,High,Hardware,Backup job did not complete overnight,2026-01-28 00:00:00,2026-02-07 00:00:00,SecOps,0
ceab4a25e6f0c83d8a7aa39df4514909,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,Critical,Database,Two-factor codes not being received,2026-06-07 16:00:00,,L2-Support,2
35e8adaa20e2a0c41e3ea011a61b990e,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,High,Performance,User unable to reset password,2026-04-30 04:00:00,,Network-Ops,0
46ab2647aba1db7906992eb793286ef8,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,Critical,Performance,Data discrepancy between source and warehouse,2026-06-07 19:00:00,,L2-Support,0
17537e9c40daa3ea9808e9f6eaea9f18,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,High,Hardware,Integration connector disconnected,2026-06-18 21:00:00,,L2-Support,1
cef443db45ae686dfa01a114da44a94c,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,Critical,Hardware,VPN latency spikes for remote users,2026-04-05 07:00:00,,DBA,2
77b02c889d65ff28d9c01b69d111c76c,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,High,Hardware,Database connection pool exhausted,2026-03-26 15:00:00,,DBA,2
52c34644d3fc1f9e05278cac79eaf9a7,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,Critical,Software,Batch export job failing intermittently,2026-05-29 06:00:00,,Network-Ops,1
8a69bd635649ef4588f9d7f1806f713b,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Open,High,Security,Certificate expired on internal endpoint,2026-05-19 12:00:00,,SecOps,0
bfd4234da0e8892ed3fe1cd4afbaf21f,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Closed,Critical,Hardware,VPN latency spikes for remote users,2025-12-09 00:00:00,2025-12-30 00:00:00,SecOps,1
92626e6c1576a5068fb3a5b0edb5dc64,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Closed,Low,Performance,Permission denied on shared folder,2025-12-29 00:00:00,2026-01-10 00:00:00,L2-Support,0
06569eaefa318894ecc11f9bb4972ffc,7b91b57071c8ae0db569bf3e48ff7ecf,GraniteLogic Inc,Closed,High,Network,Slow query performance on reporting tables,2025-07-23 00:00:00,2025-08-07 00:00:00,Network-Ops,0
7b8b6240e48fa945136f6277156ad099,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Hardware,Integration connector disconnected,2026-06-12 08:00:00,,DBA,2
1511e556d200a45fc239fea95757595a,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Hardware,Export to CSV missing columns,2026-06-10 16:00:00,,L2-Support,0
6c2bf88d1f4c644032106ebc3dd80048,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Hardware,Permission denied on shared folder,2026-06-02 08:00:00,,DBA,1
93f49c9ba8864eee78bed5cacf7f997c,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Software,Permission denied on shared folder,2026-05-11 20:00:00,,Network-Ops,0
261ea6cc9b542ad65f253277cb190239,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Hardware,Batch export job failing intermittently,2026-06-16 14:00:00,,DBA,2
12cf69e999b4b3c11582595a42e28b9c,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Network,Database connection pool exhausted,2026-05-13 07:00:00,,L1-Support,1
80167a4e1fbd0c7311bee29801f57f2d,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Access,Database connection pool exhausted,2026-03-27 07:00:00,,DBA,2
39c95a9a363105f6f288fb1d09892080,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Performance,Latency in real-time event stream,2026-04-15 18:00:00,,L2-Support,0
07f375c724ccc859b16d34a448167238,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Database,Batch export job failing intermittently,2026-03-30 05:00:00,,Network-Ops,2
bfa45d54c6a414d46f240907ddecd4e4,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Network,Batch export job failing intermittently,2026-06-26 09:00:00,,Network-Ops,0
c14351d1c632e0edb8a77d82a06ab144,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Network,Dashboard fails to load for some users,2026-06-17 01:00:00,,L1-Support,2
66f775b98c7bf20c95e47085cff434a7,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Access,User unable to reset password,2026-03-24 03:00:00,,L1-Support,0
19153d17a028000d8a15a99b5d893583,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Critical,Security,Mobile app crashes on startup,2026-07-11 22:00:00,,L1-Support,2
da3c62f8846becd54b984bc0d70ad483,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,High,Performance,API rate-limit errors on data sync,2026-04-11 19:00:00,,L2-Support,1
b71c8191e3cac3f1ba60dc505c806d29,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Open,Moderate,Network,Database connection pool exhausted,2026-06-19 00:00:00,,L1-Support,2
6eb5b1b0b0dc355fac2514b501f2d545,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Closed,Low,Performance,Data discrepancy between source and warehouse,2025-10-27 00:00:00,2025-11-18 00:00:00,L1-Support,2
a5be1e1995de9ca1ea3f84f291a71f84,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Closed,Moderate,Hardware,Dashboard fails to load for some users,2026-01-05 00:00:00,2026-01-07 00:00:00,L1-Support,2
9f4580211404fb9878eb05c115f2d9bd,b236e565308a6d0884f0939c3f0ea8f3,ApexSphere Technologies,Closed,Low,Access,Webhook deliveries failing with 500 errors,2025-07-30 00:00:00,2025-08-16 00:00:00,SecOps,1
bf04a2b837f13fcc6458ec4065b5e928,4dbdc9afa439d5bcd87d40d9ce021048,MapleData Co,Open,Critical,Performance,File upload times out over 50MB,2026-05-24 00:00:00,,DBA,2
9ba65bdbecbeb60340d7b158e14b1f31,4dbdc9afa439d5bcd87d40d9ce021048,MapleData Co,Open,High,Security,Latency in real-time event stream,2026-05-11 12:00:00,,Network-Ops,2
e6650d508d14b7bfb1ebdf2b114693de,4dbdc9afa439d5bcd87d40d9ce021048,MapleData Co,Open,Critical,Hardware,Email notifications delayed,2026-06-21 06:00:00,,L1-Support,1
863f5cf17bbb971413180f9267f28dbc,4dbdc9afa439d5bcd87d40d9ce021048,MapleData Co,Open,Low,Hardware,Webhook deliveries failing with 500 errors,2026-07-01 00:00:00,,SecOps,0
a71ebe6246334cfdb8af48332e54f452,4dbdc9afa439d5bcd87d40d9ce021048,MapleData Co,Open,Moderate,Software,License activation not recognized,2026-03-29 00:00:00,,Network-Ops,1
b99b4b11dd22728e7891aeae0ddfcee0,4dbdc9afa439d5bcd87d40d9ce021048,MapleData Co,Closed,Moderate,Database,Export to CSV missing columns,2026-02-26 00:00:00,2026-03-03 00:00:00,SecOps,0
1309ef18e4446fef0ac6c947915fd0ca,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,Critical,Network,License activation not recognized,2026-06-27 03:00:00,,Network-Ops,0
335654cdd02a180db300eb7defb41201,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,High,Hardware,Email notifications delayed,2026-04-01 04:00:00,,L2-Support,0
4d14e0df36029484a3b26eeaa631b069,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,Critical,Hardware,VPN latency spikes for remote users,2026-03-18 13:00:00,,DBA,2
9a7533a55a50cf92faa651a7888eca56,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,High,Database,Slow query performance on reporting tables,2026-06-12 15:00:00,,SecOps,2
5c60ab2ea6fe27da83fb2b0292a6bd59,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,Critical,Database,Certificate expired on internal endpoint,2026-06-27 12:00:00,,L1-Support,2
c894efb9afaaab990f2bdde64a9b7ce8,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,High,Network,Data discrepancy between source and warehouse,2026-06-04 00:00:00,,DBA,0
f3d75fd62420b0e930d08d6ee4d4cc8b,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,Critical,Hardware,Export to CSV missing columns,2026-03-19 05:00:00,,DBA,1
5eb9b4886daca878c049b83adeb5ef4c,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,High,Software,Scheduled report not delivered,2026-04-05 08:00:00,,DBA,0
c59bd91b31bfd499e8b1d6a302f424c4,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,Critical,Access,Mobile app crashes on startup,2026-05-26 02:00:00,,L1-Support,0
98a3ed476f47cd821305cba15fef3187,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,High,Access,Webhook deliveries failing with 500 errors,2026-04-13 14:00:00,,L2-Support,1
154a220ea713310914e9b80ecfb8b486,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Open,Moderate,Network,Slow query performance on reporting tables,2026-03-28 00:00:00,,DBA,1
51ec2f3f155ebbb62e2624b678be7c80,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Closed,Low,Security,Slow query performance on reporting tables,2026-04-01 00:00:00,2026-04-10 00:00:00,L1-Support,0
cacbaa944f94fea76b90b7fa2d913ed6,42d6bb8b547afed9db162e9de0dd52c8,Consolidated Systems Global,Closed,High,Access,File upload times out over 50MB,2026-02-12 00:00:00,2026-03-01 00:00:00,L1-Support,2
b2f66ecc12993ecb94da551b007d7c84,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Open,Critical,Access,Two-factor codes not being received,2026-06-21 13:00:00,,L1-Support,2
e0cab05eab5ceeb1f2375781763b012c,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Open,High,Performance,Webhook deliveries failing with 500 errors,2026-05-31 19:00:00,,L1-Support,0
39562de7d73fd0410540c591ccb398ec,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Open,Critical,Database,Batch export job failing intermittently,2026-07-04 06:00:00,,L1-Support,1
39a818f6e6bbfa7d7f16337c70dde9ad,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Open,High,Access,Webhook deliveries failing with 500 errors,2026-05-23 06:00:00,,L2-Support,2
d83a52eace2c6e7610043b9eaf6aa23e,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Open,Moderate,Hardware,Mobile app crashes on startup,2026-06-19 00:00:00,,L2-Support,1
ad8bdfff6bea15d0f181c841ca8c69e6,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Closed,Critical,Hardware,User unable to reset password,2026-01-21 00:00:00,2026-02-04 00:00:00,L1-Support,2
7f4212072022a3f8ce0c94db61d06eee,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Closed,High,Software,Two-factor codes not being received,2025-10-17 00:00:00,2025-11-08 00:00:00,SecOps,2
830845b376c17907cbb7fe757020e9f8,b84bfcc70c404f696eafc197a072abe4,Helios Byte Co,Closed,Critical,Software,Export to CSV missing columns,2025-10-05 00:00:00,2025-10-10 00:00:00,L1-Support,1
6a62f3022eb35aa2bce0093c610b161a,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Security,Backup job did not complete overnight,2026-07-14 06:00:00,,DBA,0
ce14bacb42c819f8875890ae9fc06bec,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Performance,Webhook deliveries failing with 500 errors,2026-04-04 22:00:00,,Network-Ops,1
430bcb9e6b84aabadf959d01f068908b,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Security,Bulk import rejected invalid rows,2026-06-23 18:00:00,,Network-Ops,0
bd3574c172da56650144962eb413cb3c,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Access,Certificate expired on internal endpoint,2026-06-12 17:00:00,,L1-Support,0
39a66e6290909ccb700eb956f816bd7d,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Database,Data discrepancy between source and warehouse,2026-06-22 20:00:00,,Network-Ops,0
63d98b8b18eef1c5c057bc5bad7f0c47,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Software,Database connection pool exhausted,2026-04-23 02:00:00,,SecOps,2
281a291193e72edf173834880d65df3c,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Database,Integration connector disconnected,2026-04-12 18:00:00,,L2-Support,0
2796e295dcfd0d8637e995b471875e44,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Network,Backup job did not complete overnight,2026-03-26 20:00:00,,Network-Ops,2
be2cbe6e7d7b8736620d149e6fafc6d5,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Software,Bulk import rejected invalid rows,2026-07-03 04:00:00,,L1-Support,1
7dd9096d06c17574d4d509907e4b6abd,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Hardware,Search returns stale results,2026-06-07 05:00:00,,Network-Ops,1
ecc49c79d2093c6255096733579a124a,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Security,Database connection pool exhausted,2026-06-16 15:00:00,,SecOps,0
e3268caf4c806bdca8ec918c9701385b,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Security,VPN latency spikes for remote users,2026-07-11 21:00:00,,L1-Support,1
b8ceecd7274c29d90ba794b5bde60481,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Security,Two-factor codes not being received,2026-06-27 17:00:00,,SecOps,1
05a6b26cbd4ac3d385396e9abbda4798,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,High,Security,Backup job did not complete overnight,2026-04-21 00:00:00,,L2-Support,1
9e6cfc263a04f5f98ca02d35c937b9f1,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Critical,Network,File upload times out over 50MB,2026-06-01 02:00:00,,DBA,0
d2e3cb4f7bc672b144c2cbe2c9fdebee,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Moderate,Software,Mobile app crashes on startup,2026-04-11 00:00:00,,L2-Support,0
52dc76438e6261281a3335d3b1276144,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Open,Low,Database,Dashboard fails to load for some users,2026-06-13 00:00:00,,SecOps,2
7c27ae17cc4419ac444cb9d816b1f93f,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Closed,High,Database,Export to CSV missing columns,2026-01-07 00:00:00,2026-01-15 00:00:00,SecOps,1
296956e6550d908159b2b929bdcec36f,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Closed,Moderate,Performance,VPN latency spikes for remote users,2025-12-17 00:00:00,2026-01-04 00:00:00,SecOps,0
05273ae6b8c2ed5085667dac08a742e3,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Closed,Low,Hardware,Dashboard fails to load for some users,2025-06-23 00:00:00,2025-07-01 00:00:00,L2-Support,2
a9a10fb15efcdd964ae8f66e27ea39ac,070f48b5422f1187d7679bcbe3e124e9,IronVector Holdings,Closed,Critical,Access,Scheduled report not delivered,2026-05-08 00:00:00,2026-05-23 00:00:00,L1-Support,1
e0866b397b7b27d663d6ff468ef5f073,da50c51acdac8dc797b3f5c6dab3ff47,CobaltWorks Partners,Closed,Moderate,Network,Batch export job failing intermittently,2025-08-28 00:00:00,2025-09-16 00:00:00,L1-Support,2
ac3d0e13eb7101b7f91639bc0311c073,da50c51acdac8dc797b3f5c6dab3ff47,CobaltWorks Partners,Closed,High,Access,Latency in real-time event stream,2025-10-20 00:00:00,2025-10-28 00:00:00,DBA,2
b397e7a6380c69408e7099a7327f7a98,da50c51acdac8dc797b3f5c6dab3ff47,CobaltWorks Partners,Closed,Critical,Hardware,SSO login errors after password reset,2026-06-04 00:00:00,2026-06-07 00:00:00,L2-Support,1
