ACCOUNT_SK,CRM_ACCOUNT_ID,ACCOUNT_NAME,ACTIVE_SEATS,PLAN_CODE,MONTHLY_JOBS_L90,REGION_CODE
7005383,001000000000000769,QuantumFabric Solutions,35,ENT-A,168,NA-East
7005390,001000000000000770,MapleLabs Corp,188,ENT-B,143,APAC
7005397,001000000000000771,RidgeCompute Holdings,34,TRIAL,313,LATAM
7005404,001000000000000772,VertexLabs Global,469,SMB-A,94,LATAM
7005411,001000000000000773,BrightGrid LLC,12,ENT-A,46,NA-West
7005418,001000000000000774,MeridianAnalytics Holdings,38,TRIAL,39,APAC
7005425,001000000000000775,LarkLoop Co,38,SMB-A,5,NA-East
7005432,001000000000000776,Pan-Atlantic Forge LLC,13,ENT-B,326,NA-West
7005439,001000000000000777,NorthFabric Industries,5,SMB-B,167,APAC
7005446,001000000000000778,NovaSphere Solutions,7,SMB-A,263,NA-East
7005453,001000000000000779,CascadeLogic Corp,458,ENT-B,13,LATAM
7005460,001000000000000780,EmeraldLogic Global,28,SMB-B,1,LATAM
7005467,001000000000000781,NovaCloud Solutions,534,TRIAL,118,NA-East
7005474,001000000000000782,AuroraByte Holdings,259,TRIAL,15,APAC
7005481,001000000000000783,IronSphere Industries,22,SMB-A,386,NA-East
7005488,001000000000000784,PioneerVision Technologies,37,ENT-A,243,NA-West
7005495,001000000000000785,SterlingGrid LLC,16,SMB-A,6,APAC
7005502,001000000000000786,CascadeSoft Corp,35,SMB-A,102,APAC
7005509,001000000000000787,LarkByte Co,529,ENT-B,138,NA-East
7005516,001000000000000788,Consolidated Vision Co,22,SMB-B,137,NA-West
7005523,001000000000000789,ApexFabric Group,540,ENT-B,187,NA-East
7005530,001000000000000790,BrightDigital Inc,8,TRIAL,125,NA-East
7005537,001000000000000791,PioneerDynamics Global,106,SMB-A,45,EMEA
7005544,001000000000000792,Meridian Micro Industries,7,SMB-A,119,NA-West
7005551,001000000000000793,HarborWorks Co,133,SMB-B,44,EMEA
7005558,001000000000000794,OnyxPulse Inc,9,TRIAL,221,EMEA
7005565,001000000000000795,BeaconNexus Industries,103,ENT-B,79,EMEA
7005572,001000000000000796,BeaconNexus Technologies,298,TRIAL,310,EMEA
7005579,001000000000000797,CrownData Inc,8,ENT-A,169,NA-West
7005586,001000000000000798,SilverWave Systems,381,SMB-A,313,NA-West
7005593,001000000000000799,TitanLink Partners,236,ENT-A,225,NA-East
7005600,001000000000000800,NovaLoop Industries,39,ENT-A,51,NA-West
7005607,001000000000000801,AuroraCloud Group,190,ENT-B,1,APAC
7005614,001000000000000802,PioneerLoop Industries,440,SMB-B,110,LATAM
7005621,001000000000000803,AtlasNetworks Corp,464,ENT-A,110,LATAM
7005628,001000000000000804,SilverSignal Holdings,335,TRIAL,8,NA-West
7005635,001000000000000805,IronGrid Technologies,565,ENT-B,61,APAC
7005642,001000000000000806,CascadeCloud Partners,567,SMB-B,113,NA-East
7005649,001000000000000807,SilverLoop Group,6,SMB-A,31,LATAM
7005656,001000000000000808,VertexMetric Corp,101,TRIAL,35,APAC
7005663,001000000000000809,OnyxLink Technologies,15,SMB-B,94,APAC
7005670,001000000000000810,CedarLoop Systems,175,ENT-A,236,NA-East
7005677,001000000000000811,HarborLabs Solutions,21,ENT-A,148,NA-West
7005684,001000000000000812,Meridian Networks Systems,59,ENT-A,196,NA-West
7005691,001000000000000813,BeaconSoft Group,559,TRIAL,358,NA-West
7005698,001000000000000814,SummitWorks Partners,3,ENT-A,30,EMEA
7005705,001000000000000815,TitanWorks Technologies,586,ENT-B,176,NA-West
7005712,001000000000000816,GraniteLink Partners,28,ENT-B,131,NA-East
7005719,001000000000000817,BrightNexus Technologies,8,SMB-A,11,APAC
7005726,001000000000000818,CobaltFabric LLC,463,ENT-A,156,NA-East
7005733,001000000000000819,AuroraGrid Technologies,468,ENT-A,143,NA-East
7005740,001000000000000820,PacificNetworks Systems,29,ENT-B,24,EMEA
7005747,001000000000000821,SummitLabs LLC,15,ENT-A,369,NA-West
7005754,001000000000000822,RidgeTech LLC,231,ENT-B,343,LATAM
7005761,001000000000000823,PacificSphere Group,566,ENT-A,118,NA-East
7005768,001000000000000824,MeridianGrid Inc,547,ENT-B,140,APAC
7005775,001000000000000825,SterlingPulse Systems,421,SMB-B,269,NA-West
7005782,001000000000000826,Pan-Atlantic Digital LLC,414,SMB-B,140,EMEA
7005789,001000000000000827,NovaTech Technologies,38,ENT-A,294,NA-West
7005796,001000000000000828,BluePulse Partners,3,ENT-A,13,LATAM
7005803,001000000000000829,CedarNetworks LLC,31,SMB-B,94,NA-West
7005810,001000000000000830,UnionCloud Inc,569,SMB-A,145,EMEA
7005817,001000000000000831,OnyxDigital Technologies,14,SMB-A,140,APAC
7005824,001000000000000832,ApexSphere Solutions,291,SMB-A,46,NA-West
7005831,001000000000000833,KeystoneDigital Partners,9,ENT-B,26,APAC
7005838,001000000000000834,NorthMetric Technologies,15,SMB-A,19,APAC
7005845,001000000000000835,Pan-Atlantic Link Technologies,223,ENT-B,98,APAC
7005852,001000000000000836,SilverGrid LLC,523,SMB-B,200,APAC
7005859,001000000000000837,TitanCompute Industries,20,ENT-B,16,APAC
7005866,001000000000000838,SummitSphere Holdings,38,TRIAL,101,LATAM
7005873,001000000000000839,PacificWorks Systems,22,ENT-A,36,LATAM
7005880,001000000000000840,TitanNexus Group,446,SMB-B,10,NA-West
7005887,001000000000000841,CedarSoft Partners,553,SMB-A,199,NA-West
7005894,001000000000000842,OnyxSphere Global,343,SMB-A,73,APAC
7005901,001000000000000843,BrightCore Holdings,71,SMB-B,48,LATAM
7005908,001000000000000844,VertexCore Corp,299,SMB-A,48,APAC
7005915,001000000000000845,DeltaFabric Partners,135,ENT-B,188,APAC
7005922,001000000000000846,Meridian Wave Group,532,ENT-A,339,APAC
7005929,001000000000000847,SableMetric Technologies,15,SMB-B,115,NA-West
7005936,001000000000000848,BrightCloud Systems,18,TRIAL,22,NA-West
7005943,001000000000000849,RidgeCore Solutions,476,ENT-A,216,NA-West
7005950,001000000000000850,BrightWorks Technologies,596,TRIAL,51,EMEA
7005957,001000000000000851,PacificSoft Systems,483,ENT-B,398,NA-West
7005964,001000000000000852,NorthMetric Systems,44,SMB-B,308,NA-East
7005971,001000000000000853,SummitAnalytics Corp,22,TRIAL,2,LATAM
7005978,001000000000000854,PioneerDynamics Partners,365,SMB-B,18,NA-West
7005985,001000000000000855,UnionMicro Holdings,582,ENT-A,12,APAC
7005992,001000000000000856,NovaCore Inc,295,SMB-A,232,LATAM
7005999,001000000000000857,BrightDynamics Industries,595,SMB-A,21,APAC
7006006,001000000000000858,VertexByte Holdings,300,TRIAL,103,APAC
7006013,001000000000000859,NorthCloud Co,28,ENT-A,338,NA-East
7006020,001000000000000860,RidgeFabric Global,3,TRIAL,73,NA-East
7006027,001000000000000861,CopperData Partners,12,SMB-B,190,APAC
7006034,001000000000000862,AtlasPulse Co,18,SMB-A,133,APAC
7006041,001000000000000863,IronCompute LLC,569,SMB-B,126,LATAM
7006048,001000000000000864,OrchardSphere Inc,18,TRIAL,9,APAC
7006055,001000000000000865,DeltaWorks Corp,18,ENT-B,19,NA-East
7006062,001000000000000866,AuroraSignal LLC,498,ENT-B,145,EMEA
7006069,001000000000000867,BlueLogic Co,67,SMB-A,124,NA-West
7006076,001000000000000868,LarkVision Holdings,20,ENT-A,393,NA-West
7006083,001000000000000869,VanguardSystems Co,87,SMB-A,11,NA-East
7006090,001000000000000870,UnionVision Technologies,357,TRIAL,224,NA-East
7006097,001000000000000871,CobaltData Holdings,33,SMB-B,145,NA-West
7006104,001000000000000872,HarborLogic Inc,323,SMB-A,19,APAC
7006111,001000000000000873,PacificCompute Co,14,ENT-B,123,NA-West
7006118,001000000000000874,BlueData Inc,50,ENT-A,20,LATAM
7006125,001000000000000875,CrownCore Inc,100,SMB-A,111,APAC
7006132,001000000000000876,QuantumSphere Inc,37,ENT-A,24,NA-East
7006139,001000000000000877,PioneerAnalytics Systems,480,ENT-B,25,NA-East
7006146,001000000000000878,MeridianTech Technologies,90,ENT-B,88,LATAM
7006153,001000000000000879,GraniteVision Systems,4,ENT-A,139,NA-West
7006160,001000000000000880,PacificDigital Industries,472,ENT-B,62,NA-East
7006167,001000000000000881,OnyxTech LLC,458,TRIAL,36,NA-East
7006174,001000000000000882,Consolidated Vector Partners,12,SMB-B,34,EMEA
7006181,001000000000000883,SterlingNetworks Inc,577,SMB-B,82,EMEA
7006188,001000000000000884,MapleVector Holdings,300,TRIAL,340,NA-East
7006195,001000000000000885,SterlingVector Group,33,SMB-A,64,NA-West
7006202,001000000000000886,VertexPulse Global,29,ENT-A,4,EMEA
7006209,001000000000000887,SummitLogic Solutions,241,TRIAL,11,NA-West
7006216,001000000000000888,GraniteVision Global,27,SMB-B,25,APAC
7006223,001000000000000889,LarkMetric Holdings,448,ENT-B,36,EMEA
7006230,001000000000000890,KeystoneTech Inc,43,TRIAL,115,NA-East
7006237,001000000000000891,CrownSystems Co,470,TRIAL,225,EMEA
7006244,001000000000000892,BrightFabric Global,325,SMB-B,252,APAC
7006251,001000000000000893,CrownStream LLC,544,SMB-A,48,NA-East
7006258,001000000000000894,AtlasMetric LLC,418,SMB-B,50,EMEA
7006265,001000000000000895,EmeraldMetric Solutions,156,TRIAL,5,APAC
7006272,001000000000000896,AuroraForge Inc,25,TRIAL,194,APAC
7006279,001000000000000897,BlueByte Co,16,ENT-A,7,LATAM
7006286,001000000000000898,CascadeAnalytics Solutions,23,SMB-A,19,NA-East
7006293,001000000000000899,SableGrid Co,10,ENT-B,116,NA-West
7006300,001000000000000900,QuantumMicro Industries,23,TRIAL,278,APAC
7006307,001000000000000901,OrchardByte Solutions,215,SMB-B,262,EMEA
7006314,001000000000000902,HarborDigital Technologies,36,SMB-B,373,EMEA
7006321,001000000000000903,SterlingTech Global,90,ENT-A,7,EMEA
7006328,001000000000000904,LarkSystems Systems,222,SMB-B,53,APAC
7006335,001000000000000905,PacificSystems Partners,10,SMB-A,23,NA-East
7006342,001000000000000906,PacificStream Group,485,ENT-A,103,NA-West
7006349,001000000000000907,MapleByte Industries,184,TRIAL,10,APAC
7006356,001000000000000908,CobaltGrid Technologies,15,TRIAL,25,EMEA
7006363,001000000000000909,AuroraPulse LLC,146,ENT-A,108,EMEA
7006370,001000000000000910,PioneerByte Corp,29,TRIAL,12,NA-East
7006377,001000000000000911,NovaVision Industries,22,SMB-A,67,LATAM
7006384,001000000000000912,CedarLink Inc,208,SMB-A,20,APAC
7006391,001000000000000913,GraniteData Corp,492,ENT-A,12,LATAM
7006398,001000000000000914,GraniteData Inc,11,ENT-A,123,NA-East
7006405,001000000000000915,AtlasWave Partners,23,SMB-A,97,NA-East
7006412,001000000000000916,SilverVision LLC,354,ENT-A,1,LATAM
7006419,001000000000000917,VertexSphere Global,570,ENT-A,223,NA-East
7006426,001000000000000918,IronSphere Corp,28,ENT-B,202,NA-East
7006433,001000000000000919,RidgeNetworks Global,35,ENT-A,231,APAC
7006440,001000000000000920,SterlingPulse Industries,305,SMB-B,31,NA-East
7006447,001000000000000921,Helios Analytics Technologies,264,ENT-A,176,EMEA
7006454,001000000000000922,CascadeMetric Group,269,ENT-A,114,EMEA
7006461,001000000000000923,ApexLink Co,19,ENT-B,17,APAC
7006468,001000000000000924,MaplePulse Systems,19,ENT-B,339,NA-West
7006475,001000000000000925,TitanWorks Partners,556,SMB-B,303,LATAM
7006482,001000000000000926,BeaconSystems Solutions,421,ENT-B,24,NA-East
7006489,001000000000000927,TitanMetric Inc,482,ENT-A,5,NA-West
7006496,001000000000000928,Meridian Works Corp,254,TRIAL,320,NA-West
7006503,001000000000000929,VanguardLabs Corp,544,ENT-A,71,NA-West
7006510,001000000000000930,UnionGrid Solutions,557,TRIAL,239,NA-East
7006517,001000000000000931,DeltaLabs Industries,308,TRIAL,387,LATAM
7006524,001000000000000932,BeaconFabric Group,195,TRIAL,352,LATAM
7006531,001000000000000933,QuantumTech LLC,38,ENT-B,194,APAC
7006538,001000000000000934,AtlasCompute Co,16,ENT-B,59,EMEA
7006545,001000000000000935,Helios Labs Group,4,TRIAL,376,APAC
7006552,001000000000000936,GraniteLink Technologies,425,SMB-A,336,NA-East
7006559,001000000000000937,KeystoneMetric Technologies,222,ENT-A,145,APAC
7006566,001000000000000938,SilverGrid Co,39,ENT-B,249,APAC
7006573,001000000000000939,EmeraldWave Technologies,220,ENT-A,35,LATAM
7006580,001000000000000940,SummitTech Holdings,359,ENT-A,31,APAC
7006587,001000000000000941,EmeraldMicro Solutions,16,ENT-B,13,EMEA
7006594,001000000000000942,SterlingByte Systems,309,ENT-A,398,NA-West
7006601,001000000000000943,CedarWorks Partners,240,SMB-A,246,NA-West
7006608,001000000000000944,CascadeWave LLC,343,ENT-A,165,EMEA
7006615,001000000000000945,SummitSignal Corp,318,ENT-A,243,APAC
7006622,001000000000000946,SilverMicro Global,396,TRIAL,397,EMEA
7006629,001000000000000947,ApexWorks Systems,225,ENT-A,175,LATAM
7006636,001000000000000948,LarkWorks Industries,31,ENT-B,11,APAC
7006643,001000000000000949,TitanLink Holdings,297,TRIAL,231,NA-West
7006650,001000000000000950,SilverCore Technologies,213,ENT-A,324,APAC
7006657,001000000000000951,BeaconCore Systems,25,TRIAL,37,APAC
7006664,001000000000000952,OrchardWave Inc,287,SMB-A,54,APAC
7006671,001000000000000953,BeaconLogic Partners,241,SMB-A,208,NA-East
7006678,001000000000000954,AtlasCloud Global,255,ENT-B,24,EMEA
7006685,001000000000000955,KeystoneWorks Inc,261,SMB-B,102,APAC
7006692,001000000000000956,CobaltTech Global,30,TRIAL,160,APAC
7006699,001000000000000957,IronAnalytics Industries,181,SMB-B,139,APAC
7006706,001000000000000958,BeaconSphere Industries,32,SMB-A,216,NA-East
7006713,001000000000000959,QuantumStream Co,267,ENT-B,28,LATAM
7006720,001000000000000960,RidgeDigital Group,34,ENT-B,56,APAC
7006727,001000000000000961,OrchardVision LLC,11,TRIAL,105,APAC
7006734,001000000000000962,LarkLogic Partners,278,ENT-B,124,LATAM
7006741,001000000000000963,EmeraldSignal Global,32,SMB-A,30,NA-West
7006748,001000000000000964,EmeraldCore Industries,329,ENT-A,3,LATAM
7006755,001000000000000965,AtlasPulse Industries,518,SMB-B,260,NA-West
7006762,001000000000000966,CedarCloud Holdings,31,ENT-A,42,EMEA
7006769,001000000000000967,MeridianSystems Inc,16,ENT-B,270,NA-East
7006776,001000000000000968,AuroraByte Systems,9,ENT-A,399,APAC
7006783,001000000000000969,KeystoneCompute Partners,17,SMB-B,26,APAC
7006790,001000000000000970,CobaltSignal Solutions,268,SMB-A,363,APAC
7006797,001000000000000971,SableLoop Corp,23,TRIAL,258,NA-East
7006804,001000000000000972,KeystoneCloud Partners,198,SMB-A,367,APAC
7006811,001000000000000973,NorthPulse Partners,403,ENT-B,371,APAC
7006818,001000000000000974,QuantumLogic Global,17,SMB-B,245,NA-West
7006825,001000000000000975,GraniteSystems Inc,3,SMB-A,111,NA-East
7006832,001000000000000976,IronCore Industries,32,SMB-B,97,APAC
7006839,001000000000000977,NovaMicro Partners,216,SMB-A,285,EMEA
7006846,001000000000000978,OnyxAnalytics Holdings,5,ENT-B,104,LATAM
7006853,001000000000000979,HarborCloud Technologies,74,SMB-B,146,LATAM
7006860,001000000000000980,BlueByte Technologies,13,ENT-A,370,APAC
7006867,001000000000000981,SableAnalytics LLC,18,SMB-B,35,NA-East
7006874,001000000000000982,CascadeAnalytics Group,15,ENT-B,111,NA-East
7006881,001000000000000983,Allied Sphere Global,586,ENT-A,75,NA-East
7006888,001000000000000984,VanguardMicro Co,35,ENT-A,31,EMEA
7006895,001000000000000985,BeaconAnalytics Systems,58,ENT-A,5,NA-West
7006902,001000000000000986,SummitWave Partners,369,TRIAL,88,APAC
7006909,001000000000000987,OnyxByte Partners,185,ENT-A,81,LATAM
7006916,001000000000000988,LarkLogic Inc,53,TRIAL,39,LATAM
7006923,001000000000000989,PioneerMetric Group,37,TRIAL,305,NA-East
7006930,001000000000000990,BrightCloud Holdings,10,ENT-B,21,NA-East
7006937,001000000000000991,NorthLink Systems,75,SMB-B,88,NA-West
7006944,001000000000000992,SilverNexus Holdings,439,ENT-A,347,LATAM
7006951,001000000000000993,Allied Labs Systems,18,TRIAL,198,NA-East
7006958,001000000000000994,SterlingNetworks Technologies,154,ENT-B,154,LATAM
7006965,001000000000000995,UnionSignal Partners,10,TRIAL,27,LATAM
7006972,001000000000000996,NovaFabric LLC,38,TRIAL,194,EMEA
7006979,001000000000000997,VanguardSignal Global,399,TRIAL,99,NA-West
7006986,001000000000000998,NovaCompute Holdings,529,ENT-B,58,NA-West
7006993,001000000000000999,Standard Metric Solutions,424,ENT-B,26,LATAM
7007000,001000000000001000,CrownStream Systems,8,TRIAL,124,APAC
7007007,001000000000001001,GraniteCloud Industries,433,TRIAL,316,NA-West
7007014,001000000000001002,LarkStream Systems,159,ENT-B,88,NA-West
7007021,001000000000001003,BeaconVector Co,37,SMB-B,5,EMEA
7007028,001000000000001004,Pan-Atlantic Pulse Systems,11,ENT-A,173,EMEA
7007035,001000000000001005,BrightAnalytics Holdings,541,ENT-A,233,LATAM
7007042,001000000000001006,VertexTech Holdings,4,ENT-B,11,APAC
7007049,001000000000001007,BeaconVector Corp,103,SMB-B,109,LATAM
7007056,001000000000001008,PacificSignal Group,28,ENT-A,242,NA-East
7007063,001000000000001009,BrightTech Systems,3,ENT-B,12,LATAM
7007070,001000000000001010,CopperGrid Group,465,SMB-A,256,EMEA
7007077,001000000000001011,GraniteData Holdings,21,SMB-A,3,EMEA
7007084,001000000000001012,GraniteSphere Global,329,SMB-B,362,LATAM
7007091,001000000000001013,CobaltLogic LLC,6,SMB-B,263,APAC
7007098,001000000000001014,UnionSoft Inc,213,SMB-B,199,EMEA
7007105,001000000000001015,Allied Digital Partners,528,ENT-B,3,NA-East
7007112,001000000000001016,VertexVision Partners,38,SMB-A,194,LATAM
7007119,001000000000001017,DeltaLoop Co,116,ENT-B,156,EMEA
7007126,001000000000001018,SilverNexus Technologies,23,ENT-A,24,NA-East
7007133,001000000000001019,SummitStream Group,9,SMB-A,28,EMEA
7007140,001000000000001020,CopperCompute Industries,225,ENT-A,260,EMEA
7007147,001000000000001021,EmeraldSoft Group,35,SMB-A,300,NA-East
7007154,001000000000001022,SableSystems Industries,403,SMB-A,127,NA-East
7007161,001000000000001023,RidgeSphere Industries,120,ENT-A,235,EMEA
7007168,001000000000001024,CedarCloud Industries,22,ENT-B,9,NA-West
7007175,001000000000001025,UnionFabric Group,557,SMB-A,145,LATAM
7007182,001000000000001026,SableFabric Industries,544,ENT-A,81,NA-East
7007189,001000000000001027,Standard Wave Group,351,ENT-B,7,NA-East
7007196,001000000000001028,Consolidated Logic LLC,4,ENT-B,70,NA-East
7007203,001000000000001029,UnionSphere Partners,77,SMB-B,25,APAC
7007210,001000000000001030,OnyxWorks Holdings,17,SMB-B,114,LATAM
7007217,001000000000001031,MeridianSoft Corp,319,SMB-B,21,NA-East
7007224,001000000000001032,Consolidated Tech Solutions,21,ENT-A,377,EMEA
7007231,001000000000001033,PioneerLogic Holdings,167,SMB-B,11,NA-West
7007238,001000000000001034,Meridian Networks Industries,226,ENT-B,105,NA-East
7007245,001000000000001035,OnyxMicro Systems,11,ENT-B,119,NA-West
7007252,001000000000001036,SterlingLogic Inc,195,SMB-A,46,APAC
7007259,001000000000001037,MapleGrid Solutions,493,ENT-A,26,LATAM
7007266,001000000000001038,QuantumLink Partners,22,ENT-B,25,NA-West
7007273,001000000000001039,OnyxSystems Systems,38,SMB-B,56,NA-West
7007280,001000000000001040,DeltaLink Systems,23,TRIAL,35,APAC
7007287,001000000000001041,CopperSignal Solutions,32,ENT-B,147,EMEA
7007294,001000000000001042,UnionDigital Holdings,27,SMB-A,40,NA-East
7007301,001000000000001043,OrchardWave Holdings,418,SMB-A,333,APAC
7007308,001000000000001044,KeystoneDynamics Partners,519,ENT-A,9,EMEA
7007315,001000000000001045,SilverVector Corp,289,ENT-B,33,APAC
7007322,001000000000001046,GraniteDynamics Systems,6,SMB-B,26,NA-East
7007329,001000000000001047,RidgeCompute Inc,29,TRIAL,2,EMEA
7007336,001000000000001048,Helios Soft Inc,21,ENT-A,276,APAC
7007343,001000000000001049,MapleLoop Solutions,239,ENT-A,252,EMEA
7007350,001000000000001050,SummitLink Global,20,ENT-A,37,NA-West
7007357,001000000000001051,RidgeFabric Technologies,72,TRIAL,298,NA-East
7007364,001000000000001052,SterlingCore Systems,139,SMB-B,102,LATAM
7007371,001000000000001053,HarborVector Technologies,383,ENT-A,2,NA-East
7007378,001000000000001054,SterlingData Holdings,22,SMB-A,116,LATAM
7007385,001000000000001055,SterlingLink Systems,23,ENT-A,280,NA-West
7007392,001000000000001056,AuroraSignal Solutions,469,SMB-A,58,APAC
7007399,001000000000001057,SilverCore Industries,209,ENT-B,242,EMEA
7007406,001000000000001058,BlueSphere Technologies,268,ENT-A,109,EMEA
7007413,001000000000001059,MapleCore LLC,23,SMB-B,30,NA-East
7007420,001000000000001060,LarkSignal LLC,508,TRIAL,268,NA-East
7007427,001000000000001061,NovaSystems Co,4,ENT-A,14,APAC
7007434,001000000000001062,BrightStream LLC,153,ENT-B,14,EMEA
7007441,001000000000001063,DeltaNetworks Global,462,ENT-A,87,EMEA
7007448,001000000000001064,RidgeStream LLC,11,TRIAL,119,EMEA
7007455,001000000000001065,AtlasDynamics Global,110,SMB-B,335,LATAM
7007462,001000000000001066,CobaltCompute Partners,383,ENT-B,67,LATAM
7007469,001000000000001067,PioneerLabs Technologies,479,SMB-B,88,APAC
7007476,001000000000001068,BlueForge Corp,34,ENT-B,63,NA-East
7007483,001000000000001069,CopperTech Industries,18,ENT-B,163,APAC
7007490,001000000000001070,CopperLink Technologies,38,SMB-A,216,NA-East
7007497,001000000000001071,EmeraldVision Global,6,ENT-B,263,APAC
7007504,001000000000001072,EmeraldSystems Partners,68,SMB-B,40,LATAM
7007511,001000000000001073,IronCompute Co,26,ENT-A,135,NA-West
7007518,001000000000001074,VanguardFabric Group,581,SMB-B,3,NA-East
7007525,001000000000001075,HarborStream Co,374,ENT-B,72,NA-East
7007532,001000000000001076,AuroraSystems Inc,10,SMB-A,71,NA-West
7007539,001000000000001077,BeaconFabric Partners,13,ENT-B,94,NA-East
7007546,001000000000001078,OnyxData Solutions,364,SMB-B,64,NA-West
7007553,001000000000001079,SilverStream Industries,13,SMB-A,218,NA-East
7007560,001000000000001080,NovaData Holdings,18,SMB-B,141,NA-West
7007567,001000000000001081,OrchardSphere Co,23,SMB-A,105,EMEA
7007574,001000000000001082,BrightForge Solutions,152,ENT-A,6,EMEA
7007581,001000000000001083,CedarVision Group,4,TRIAL,53,APAC
7007588,001000000000001084,EmeraldLink LLC,195,SMB-B,64,APAC
7007595,001000000000001085,CascadeNetworks Group,38,SMB-A,4,EMEA
7007602,001000000000001086,NovaDigital Inc,391,ENT-B,361,NA-West
7007609,001000000000001087,TitanDigital Industries,18,TRIAL,120,NA-East
7007616,001000000000001088,SterlingForge Holdings,11,ENT-B,29,EMEA
7007623,001000000000001089,PacificSphere Solutions,300,SMB-A,21,NA-East
7007630,001000000000001090,KeystoneMetric Holdings,185,ENT-B,38,APAC
7007637,001000000000001091,SummitMetric Systems,26,TRIAL,9,NA-West
7007644,001000000000001092,SilverSphere Systems,260,SMB-A,275,NA-East
7007651,001000000000001093,Consolidated Micro Technologies,300,ENT-A,17,NA-East
7007658,001000000000001094,PioneerData Co,246,ENT-B,133,LATAM
7007665,001000000000001095,MeridianMetric Partners,465,ENT-B,41,LATAM
7007672,001000000000001096,OrchardCloud Co,31,SMB-A,266,NA-East
7007679,001000000000001097,QuantumData Corp,8,ENT-B,385,EMEA
7007686,001000000000001098,AtlasLabs Solutions,156,TRIAL,63,LATAM
7007693,001000000000001099,OnyxLabs Holdings,168,ENT-B,119,LATAM
7007700,001000000000001100,CobaltStream Industries,30,SMB-B,66,LATAM
7007707,001000000000001101,MeridianVision Inc,502,TRIAL,138,LATAM
7007714,001000000000001102,CopperCore Corp,7,ENT-B,329,NA-West
7007721,001000000000001103,VertexSystems Global,403,TRIAL,140,APAC
7007728,001000000000001104,BlueGrid Holdings,451,SMB-A,17,APAC
7007735,001000000000001105,SableMicro Inc,305,ENT-B,175,APAC
7007742,001000000000001106,BlueGrid Industries,120,SMB-A,195,APAC
7007749,001000000000001107,SterlingDigital Technologies,5,ENT-B,37,LATAM
7007756,001000000000001108,KeystoneMicro Global,7,TRIAL,12,NA-West
7007763,001000000000001109,MeridianSignal Industries,340,TRIAL,29,NA-West
7007770,001000000000001110,OnyxSoft LLC,32,TRIAL,307,NA-East
7007777,001000000000001111,OnyxLogic Holdings,423,ENT-B,397,LATAM
7007784,001000000000001112,NorthSystems Co,22,TRIAL,105,LATAM
7007791,001000000000001113,CascadeWorks Holdings,378,TRIAL,45,NA-West
7007798,001000000000001114,VanguardCompute Holdings,8,TRIAL,16,LATAM
7007805,001000000000001115,MeridianCompute Global,315,ENT-B,84,APAC
7007812,001000000000001116,VertexAnalytics Technologies,530,SMB-B,140,NA-West
7007819,001000000000001117,MeridianDigital Partners,550,ENT-B,7,APAC
7007826,001000000000001118,EmeraldGrid Co,36,SMB-A,47,APAC
7007833,001000000000001119,NovaSystems Holdings,527,TRIAL,199,NA-West
7007840,001000000000001120,HarborFabric LLC,22,ENT-B,27,LATAM
7007847,001000000000001121,HarborSignal Partners,220,TRIAL,71,LATAM
7007854,001000000000001122,MeridianGrid Co,434,SMB-B,77,LATAM
7007861,001000000000001123,RidgeAnalytics Technologies,26,SMB-A,25,NA-East
7007868,001000000000001124,GraniteDigital LLC,512,SMB-B,372,NA-West
7007875,001000000000001125,EmeraldGrid Corp,24,SMB-A,49,NA-West
7007882,001000000000001126,SummitStream Co,38,ENT-B,142,NA-East
7007889,001000000000001127,BeaconCloud Partners,30,TRIAL,257,NA-East
7007896,001000000000001128,SilverWorks Holdings,474,TRIAL,108,APAC
7007903,001000000000001129,CedarTech Technologies,495,ENT-A,99,EMEA
7007910,001000000000001130,Pan-Atlantic Vision Holdings,7,TRIAL,6,APAC
7007917,001000000000001131,PioneerLabs Industries,164,TRIAL,166,EMEA
7007924,001000000000001132,NovaNetworks Holdings,484,TRIAL,47,APAC
7007931,001000000000001133,MapleForge Partners,73,ENT-A,272,EMEA
7007938,001000000000001134,RidgeLink Corp,372,ENT-B,83,NA-West
7007945,001000000000001135,OnyxLogic Industries,4,ENT-A,175,NA-West
7007952,001000000000001136,NovaNexus Inc,12,SMB-A,135,NA-East
7007959,001000000000001137,UnionWave Solutions,9,ENT-B,352,NA-East
7007966,001000000000001138,QuantumTech Holdings,39,ENT-B,37,APAC
7007973,001000000000001139,KeystoneGrid LLC,18,ENT-A,5,EMEA
7007980,001000000000001140,CrownMicro Solutions,186,SMB-B,19,NA-East
7007987,001000000000001141,EmeraldNetworks Co,467,SMB-A,13,NA-East
7007994,001000000000001142,AtlasDynamics LLC,399,ENT-B,214,NA-West
7008001,001000000000001143,DeltaTech Co,220,ENT-B,2,NA-West
7008008,001000000000001144,BrightMetric Corp,317,TRIAL,95,NA-East
7008015,001000000000001145,DeltaAnalytics Group,312,TRIAL,369,APAC
7008022,001000000000001146,NovaVector Solutions,569,SMB-B,40,NA-East
7008029,001000000000001147,SummitForge Technologies,34,TRIAL,34,EMEA
7008036,001000000000001148,NovaForge Holdings,190,SMB-B,97,LATAM
7008043,001000000000001149,IronGrid Inc,29,SMB-A,74,APAC
7008050,001000000000001150,QuantumPulse Systems,23,SMB-A,48,NA-East
7008057,001000000000001151,UnionStream Group,7,ENT-A,359,LATAM
7008064,001000000000001152,SummitDynamics Systems,16,ENT-A,191,LATAM
