EVENT_SK,ACCOUNT_SK,EVENT_TYPE,SESSION_COUNT,FEATURE_FLAG,EVENT_TIMESTAMP,INGESTED_AT,APP_VERSION,REGION_CODE
11886,7004690,dashboard_view,136,B,2025-12-10 12:48:00,2025-12-10 13:15:00,v3.3,APAC
11887,7004690,api_call,155,A,2026-02-05 07:44:00,2026-02-05 07:48:00,v3.8,NA-East
11888,7004690,job_run,167,A,2026-02-20 06:23:00,2026-02-20 06:25:00,v4.4,LATAM
11889,7004690,login,78,B,2026-04-26 01:55:00,2026-04-26 02:21:00,v5.6,NA-West
11890,7004690,login,191,control,2026-05-27 05:58:00,2026-05-27 06:15:00,v3.2,NA-East
11891,7004690,job_run,11,B,2026-04-14 00:05:00,2026-04-14 00:28:00,v5.1,NA-West
11892,7004690,api_call,12,control,2025-12-10 11:46:00,2025-12-10 11:52:00,v4.2,LATAM
11893,7004690,export,82,B,2026-02-15 05:32:00,2026-02-15 05:59:00,v4.0,LATAM
11894,7004690,login,128,control,2026-07-09 19:47:00,2026-07-09 19:59:00,v3.3,NA-West
11895,7004697,login,65,control,2026-01-04 21:51:00,2026-01-04 22:00:00,v5.7,APAC
11896,7004697,job_run,37,A,2026-01-14 01:23:00,2026-01-14 01:25:00,v3.2,NA-West
11897,7004697,dashboard_view,157,A,2026-01-23 19:30:00,2026-01-23 19:46:00,v5.0,APAC
11898,7004697,dashboard_view,5,B,2026-01-22 20:27:00,2026-01-22 20:53:00,v4.3,NA-West
11899,7004697,dashboard_view,192,control,2026-01-15 10:19:00,2026-01-15 10:43:00,v3.0,NA-West
11900,7004697,api_call,187,B,2026-03-21 00:32:00,2026-03-21 00:38:00,v3.5,EMEA
11901,7004697,job_run,118,control,2025-12-25 05:28:00,2025-12-25 05:36:00,v5.5,APAC
11902,7004697,login,57,control,2026-03-26 13:02:00,2026-03-26 13:31:00,v4.1,APAC
11903,7004697,dashboard_view,211,A,2025-12-19 14:57:00,2025-12-19 15:23:00,v3.2,NA-West
11904,7004697,api_call,77,B,2026-06-05 13:19:00,2026-06-05 13:41:00,v5.7,EMEA
11905,7004697,job_run,38,control,2026-05-21 21:21:00,2026-05-21 21:50:00,v5.6,APAC
11906,7004697,dashboard_view,151,control,2026-06-26 10:21:00,2026-06-26 10:44:00,v4.8,APAC
11907,7004697,job_run,128,B,2026-03-24 00:12:00,2026-03-24 00:26:00,v5.4,LATAM
11908,7004697,api_call,124,B,2026-04-06 19:18:00,2026-04-06 19:43:00,v5.5,NA-East
11909,7004697,login,24,control,2025-12-01 17:39:00,2025-12-01 18:00:00,v4.0,NA-East
11910,7004697,api_call,185,B,2026-04-04 06:46:00,2026-04-04 06:56:00,v3.0,APAC
11911,7004697,dashboard_view,96,A,2026-05-07 08:20:00,2026-05-07 08:28:00,v5.3,APAC
11912,7004697,export,48,control,2026-04-04 16:12:00,2026-04-04 16:22:00,v4.8,APAC
11913,7004697,job_run,11,A,2026-07-15 17:59:00,2026-07-15 18:01:00,v5.3,NA-East
11914,7004697,api_call,108,A,2025-12-23 19:11:00,2025-12-23 19:19:00,v4.2,LATAM
11915,7004697,job_run,62,B,2026-06-12 01:25:00,2026-06-12 01:33:00,v4.0,NA-East
11916,7004697,job_run,67,A,2026-02-04 22:05:00,2026-02-04 22:18:00,v4.2,APAC
11917,7004697,export,57,A,2026-04-24 11:03:00,2026-04-24 11:05:00,v3.8,NA-West
11918,7004697,api_call,49,control,2025-12-25 15:22:00,2025-12-25 15:34:00,v4.6,NA-East
11919,7004697,export,180,B,2026-07-09 20:48:00,2026-07-09 21:03:00,v5.8,EMEA
11920,7004704,job_run,63,control,2025-11-24 16:16:00,2025-11-24 16:20:00,v3.3,EMEA
11921,7004704,export,170,B,2026-05-02 19:45:00,2026-05-02 19:52:00,v3.5,EMEA
11922,7004704,dashboard_view,12,control,2026-06-27 15:25:00,2026-06-27 15:38:00,v5.8,EMEA
11923,7004704,api_call,66,B,2026-02-17 23:30:00,2026-02-17 23:46:00,v5.5,LATAM
11924,7004704,export,59,A,2026-06-08 21:08:00,2026-06-08 21:21:00,v4.8,APAC
11925,7004704,api_call,57,B,2026-06-17 15:55:00,2026-06-17 16:18:00,v4.6,NA-East
11926,7004704,dashboard_view,152,A,2026-06-05 08:50:00,2026-06-05 09:15:00,v3.3,NA-West
11927,7004704,login,77,A,2026-03-19 12:53:00,2026-03-19 13:02:00,v4.7,NA-West
11928,7004704,export,210,A,2026-06-25 20:43:00,2026-06-25 21:06:00,v4.0,LATAM
11929,7004704,login,215,control,2026-04-24 00:16:00,2026-04-24 00:37:00,v3.6,EMEA
11930,7004704,login,9,A,2026-07-12 18:14:00,2026-07-12 18:24:00,v5.6,NA-East
11931,7004704,login,23,control,2026-03-07 10:42:00,2026-03-07 10:48:00,v3.7,NA-East
11932,7004704,login,187,A,2025-12-31 00:56:00,2025-12-31 01:24:00,v3.0,NA-West
11933,7004704,api_call,176,control,2026-01-25 11:45:00,2026-01-25 12:05:00,v3.4,APAC
11934,7004704,job_run,65,B,2026-05-28 05:16:00,2026-05-28 05:27:00,v4.4,EMEA
11935,7004704,dashboard_view,98,B,2026-03-01 12:41:00,2026-03-01 12:48:00,v5.7,LATAM
11936,7004704,login,202,control,2026-04-10 23:27:00,2026-04-10 23:54:00,v5.4,NA-East
11937,7004704,job_run,64,A,2026-06-22 00:54:00,2026-06-22 01:21:00,v4.1,NA-East
11938,7004704,dashboard_view,194,control,2026-02-13 04:24:00,2026-02-13 04:31:00,v5.5,EMEA
11939,7004711,job_run,190,B,2026-03-04 04:17:00,2026-03-04 04:34:00,v4.1,NA-West
11940,7004711,login,125,B,2026-07-05 01:02:00,2026-07-05 01:21:00,v5.8,APAC
11941,7004711,job_run,49,A,2026-07-04 19:02:00,2026-07-04 19:11:00,v5.7,LATAM
11942,7004711,api_call,139,A,2026-05-29 18:35:00,2026-05-29 18:44:00,v4.6,LATAM
11943,7004711,login,69,A,2026-01-19 21:43:00,2026-01-19 22:07:00,v3.3,NA-East
11944,7004711,api_call,33,control,2026-06-05 10:33:00,2026-06-05 10:54:00,v4.0,LATAM
11945,7004711,api_call,91,B,2026-04-13 10:22:00,2026-04-13 10:28:00,v5.4,NA-East
11946,7004711,job_run,2,A,2025-12-06 15:59:00,2025-12-06 16:08:00,v5.4,APAC
11947,7004711,export,149,B,2026-02-20 17:19:00,2026-02-20 17:41:00,v4.1,NA-West
11948,7004711,dashboard_view,133,B,2025-11-27 20:23:00,2025-11-27 20:38:00,v3.5,NA-East
11949,7004711,export,119,B,2026-06-19 21:38:00,2026-06-19 22:01:00,v4.2,NA-East
11950,7004711,dashboard_view,127,A,2026-01-19 06:45:00,2026-01-19 06:52:00,v3.2,LATAM
11951,7004711,export,36,B,2026-05-15 21:01:00,2026-05-15 21:21:00,v3.5,LATAM
11952,7004711,api_call,199,B,2026-05-02 13:36:00,2026-05-02 13:37:00,v3.8,NA-East
11953,7004711,job_run,154,B,2026-05-18 05:13:00,2026-05-18 05:21:00,v5.6,NA-East
11954,7004711,login,39,A,2026-05-06 12:35:00,2026-05-06 12:36:00,v4.3,NA-East
11955,7004711,api_call,175,control,2025-12-11 17:22:00,2025-12-11 17:27:00,v3.8,NA-West
11956,7004718,export,7,B,2026-04-07 03:55:00,2026-04-07 04:00:00,v3.2,APAC
11957,7004718,job_run,33,control,2026-02-28 15:29:00,2026-02-28 15:52:00,v4.7,EMEA
11958,7004718,dashboard_view,116,A,2026-06-01 14:52:00,2026-06-01 15:17:00,v3.0,LATAM
11959,7004718,export,9,A,2025-11-24 20:52:00,2025-11-24 21:03:00,v5.7,APAC
11960,7004718,dashboard_view,92,B,2026-06-15 07:46:00,2026-06-15 08:15:00,v4.2,NA-East
11961,7004718,export,126,B,2026-04-25 05:38:00,2026-04-25 06:01:00,v5.4,NA-West
11962,7004718,job_run,38,A,2026-06-11 17:27:00,2026-06-11 17:40:00,v4.8,EMEA
11963,7004718,job_run,72,B,2026-06-20 06:08:00,2026-06-20 06:09:00,v3.2,NA-West
11964,7004718,dashboard_view,140,B,2026-02-23 12:16:00,2026-02-23 12:24:00,v4.8,APAC
11965,7004718,login,185,B,2026-07-10 19:17:00,2026-07-10 19:23:00,v4.7,NA-East
11966,7004718,job_run,188,A,2026-06-22 12:22:00,2026-06-22 12:39:00,v5.5,NA-West
11967,7004718,login,98,A,2025-11-27 13:37:00,2025-11-27 13:39:00,v3.0,NA-East
11968,7004718,dashboard_view,143,B,2026-01-24 09:41:00,2026-01-24 09:53:00,v5.4,APAC
11969,7004718,login,194,B,2026-01-06 07:42:00,2026-01-06 07:45:00,v4.6,NA-East
11970,7004725,job_run,95,control,2026-01-01 08:23:00,2026-01-01 08:48:00,v5.2,NA-East
11971,7004725,dashboard_view,121,A,2025-11-22 17:30:00,2025-11-22 17:32:00,v5.4,NA-East
11972,7004725,dashboard_view,61,B,2026-06-26 01:05:00,2026-06-26 01:24:00,v4.7,APAC
11973,7004725,api_call,71,A,2025-11-20 08:13:00,2025-11-20 08:35:00,v3.0,APAC
11974,7004725,login,34,B,2026-07-11 10:33:00,2026-07-11 11:01:00,v4.3,LATAM
11975,7004725,login,17,B,2026-03-20 13:14:00,2026-03-20 13:22:00,v4.8,NA-East
11976,7004725,login,215,A,2026-06-23 08:06:00,2026-06-23 08:12:00,v3.4,NA-East
11977,7004725,dashboard_view,188,B,2026-01-21 15:50:00,2026-01-21 15:52:00,v5.1,LATAM
11978,7004725,login,63,A,2025-12-24 08:50:00,2025-12-24 08:59:00,v3.5,NA-East
11979,7004725,login,122,control,2026-03-29 13:05:00,2026-03-29 13:14:00,v3.6,EMEA
11980,7004725,export,67,A,2026-02-22 06:48:00,2026-02-22 06:54:00,v4.4,NA-East
11981,7004725,api_call,179,control,2026-05-25 16:57:00,2026-05-25 17:18:00,v4.0,LATAM
11982,7004725,job_run,147,B,2026-01-22 21:16:00,2026-01-22 21:20:00,v3.3,NA-West
11983,7004725,export,137,control,2026-03-26 11:13:00,2026-03-26 11:20:00,v3.0,NA-West
11984,7004732,export,15,B,2025-12-24 18:36:00,2025-12-24 18:39:00,v4.5,NA-West
11985,7004732,login,82,A,2025-11-19 16:15:00,2025-11-19 16:26:00,v4.4,EMEA
11986,7004732,login,152,control,2026-01-12 13:51:00,2026-01-12 13:54:00,v4.2,APAC
11987,7004732,dashboard_view,117,B,2026-03-24 20:31:00,2026-03-24 20:46:00,v4.0,NA-West
11988,7004732,dashboard_view,20,A,2025-12-09 17:10:00,2025-12-09 17:23:00,v4.2,NA-East
11989,7004732,export,21,A,2025-12-15 14:23:00,2025-12-15 14:28:00,v3.6,NA-East
11990,7004732,export,34,A,2026-05-25 01:06:00,2026-05-25 01:35:00,v4.2,APAC
11991,7004732,login,153,control,2026-03-20 21:06:00,2026-03-20 21:09:00,v4.7,NA-East
11992,7004732,job_run,46,control,2026-04-19 17:30:00,2026-04-19 17:33:00,v5.5,LATAM
11993,7004732,dashboard_view,15,A,2026-03-13 19:08:00,2026-03-13 19:32:00,v4.0,EMEA
11994,7004732,export,27,B,2026-05-18 05:39:00,2026-05-18 05:59:00,v4.5,EMEA
11995,7004732,export,195,B,2026-05-01 14:06:00,2026-05-01 14:17:00,v5.6,EMEA
11996,7004732,export,138,B,2026-04-30 12:31:00,2026-04-30 12:42:00,v5.5,APAC
11997,7004732,export,30,B,2026-05-05 13:17:00,2026-05-05 13:40:00,v3.5,LATAM
11998,7004732,export,92,A,2026-04-05 05:22:00,2026-04-05 05:41:00,v3.4,LATAM
11999,7004732,export,142,A,2026-06-02 21:02:00,2026-06-02 21:25:00,v4.2,NA-East
12000,7004732,export,45,control,2025-12-20 05:24:00,2025-12-20 05:36:00,v5.3,EMEA
12001,7004732,job_run,62,B,2026-04-11 10:17:00,2026-04-11 10:29:00,v4.5,NA-West
12002,7004732,job_run,103,A,2026-01-22 02:50:00,2026-01-22 02:55:00,v3.8,NA-East
12003,7004732,job_run,6,A,2026-02-05 14:24:00,2026-02-05 14:33:00,v3.5,NA-West
12004,7004732,dashboard_view,197,B,2026-04-20 10:44:00,2026-04-20 10:57:00,v4.5,APAC
12005,7004732,export,188,A,2026-03-11 23:27:00,2026-03-11 23:37:00,v4.7,NA-East
12006,7004732,export,128,B,2026-03-28 08:35:00,2026-03-28 08:56:00,v5.1,LATAM
12007,7004732,job_run,106,A,2026-01-08 06:24:00,2026-01-08 06:42:00,v3.8,NA-West
12008,7004732,job_run,60,B,2026-03-01 09:22:00,2026-03-01 09:35:00,v5.3,LATAM
12009,7004732,api_call,107,B,2025-12-23 14:04:00,2025-12-23 14:31:00,v4.1,NA-East
12010,7004732,dashboard_view,26,control,2026-01-02 14:57:00,2026-01-02 15:04:00,v3.1,EMEA
12011,7004739,job_run,189,control,2026-05-21 14:14:00,2026-05-21 14:41:00,v3.8,NA-West
12012,7004739,job_run,122,control,2026-05-08 18:38:00,2026-05-08 18:56:00,v3.4,NA-West
12013,7004739,login,85,A,2025-11-20 11:50:00,2025-11-20 12:08:00,v3.4,APAC
12014,7004739,export,217,B,2026-07-14 03:06:00,2026-07-14 03:30:00,v5.6,NA-East
12015,7004739,api_call,100,control,2026-02-02 19:04:00,2026-02-02 19:15:00,v3.6,EMEA
12016,7004739,login,95,control,2025-11-27 01:36:00,2025-11-27 02:03:00,v5.8,EMEA
12017,7004739,job_run,110,A,2026-04-21 06:21:00,2026-04-21 06:25:00,v4.1,EMEA
12018,7004739,api_call,25,B,2026-03-29 00:44:00,2026-03-29 01:08:00,v4.1,APAC
12019,7004739,login,25,B,2026-01-30 07:05:00,2026-01-30 07:29:00,v5.5,EMEA
12020,7004739,job_run,52,A,2026-04-05 06:13:00,2026-04-05 06:29:00,v4.4,NA-East
12021,7004739,api_call,86,control,2026-06-19 02:04:00,2026-06-19 02:18:00,v4.7,APAC
12022,7004739,login,89,A,2026-06-05 20:58:00,2026-06-05 21:13:00,v5.1,EMEA
12023,7004739,login,33,B,2026-04-30 00:03:00,2026-04-30 00:30:00,v3.1,LATAM
12024,7004746,login,120,control,2025-12-11 05:16:00,2025-12-11 05:30:00,v5.8,EMEA
12025,7004746,job_run,156,B,2026-02-10 06:45:00,2026-02-10 07:06:00,v4.8,EMEA
12026,7004746,login,2,control,2026-06-27 17:45:00,2026-06-27 17:47:00,v3.3,APAC
12027,7004746,job_run,26,B,2025-12-15 15:25:00,2025-12-15 15:43:00,v3.2,NA-East
12028,7004746,job_run,82,A,2026-01-25 20:45:00,2026-01-25 20:51:00,v5.1,LATAM
12029,7004746,login,9,control,2026-04-14 20:41:00,2026-04-14 20:45:00,v5.7,LATAM
12030,7004746,login,116,B,2026-05-04 13:13:00,2026-05-04 13:28:00,v5.2,LATAM
12031,7004746,login,212,A,2026-07-06 06:37:00,2026-07-06 06:59:00,v3.0,EMEA
12032,7004746,job_run,56,control,2025-11-18 21:41:00,2025-11-18 21:53:00,v5.3,EMEA
12033,7004746,login,99,B,2026-04-03 21:19:00,2026-04-03 21:34:00,v5.6,NA-East
12034,7004746,login,31,A,2026-01-25 17:35:00,2026-01-25 17:36:00,v5.5,APAC
12035,7004746,dashboard_view,84,control,2026-07-06 09:17:00,2026-07-06 09:38:00,v4.4,NA-West
12036,7004753,login,109,B,2026-06-05 02:43:00,2026-06-05 03:09:00,v5.7,NA-West
12037,7004753,login,107,A,2026-04-28 03:16:00,2026-04-28 03:18:00,v4.1,APAC
12038,7004753,export,169,A,2026-02-18 23:26:00,2026-02-18 23:52:00,v5.6,NA-West
12039,7004753,job_run,150,A,2026-02-28 22:54:00,2026-02-28 23:13:00,v4.6,LATAM
12040,7004753,job_run,164,control,2026-05-31 03:57:00,2026-05-31 04:10:00,v3.0,NA-East
12041,7004753,export,1,A,2026-02-17 15:45:00,2026-02-17 16:10:00,v3.2,NA-East
12042,7004753,job_run,59,control,2026-01-26 10:45:00,2026-01-26 10:56:00,v3.3,NA-East
12043,7004753,dashboard_view,108,control,2026-02-25 16:03:00,2026-02-25 16:16:00,v5.0,APAC
12044,7004753,job_run,173,B,2026-04-20 06:14:00,2026-04-20 06:32:00,v4.0,NA-East
12045,7004753,job_run,37,B,2026-02-23 04:39:00,2026-02-23 04:43:00,v4.8,APAC
12046,7004753,login,193,B,2026-05-31 03:13:00,2026-05-31 03:41:00,v5.8,NA-East
12047,7004753,login,22,control,2026-06-09 01:40:00,2026-06-09 02:00:00,v4.2,NA-East
12048,7004753,login,206,A,2026-04-09 04:37:00,2026-04-09 05:01:00,v3.6,NA-West
12049,7004753,api_call,62,B,2026-04-27 15:38:00,2026-04-27 16:07:00,v5.6,NA-East
12050,7004753,dashboard_view,203,B,2026-07-02 03:30:00,2026-07-02 03:55:00,v4.1,NA-West
12051,7004753,export,43,control,2025-12-25 09:03:00,2025-12-25 09:17:00,v4.2,APAC
12052,7004753,export,166,control,2025-12-16 12:28:00,2025-12-16 12:33:00,v4.0,APAC
12053,7004753,job_run,44,control,2026-02-23 13:10:00,2026-02-23 13:33:00,v4.3,EMEA
12054,7004753,api_call,141,B,2026-04-27 13:58:00,2026-04-27 14:27:00,v5.3,NA-West
12055,7004753,login,59,B,2025-11-24 00:15:00,2025-11-24 00:25:00,v5.1,APAC
12056,7004753,dashboard_view,99,B,2026-03-02 06:20:00,2026-03-02 06:48:00,v4.3,EMEA
12057,7004753,login,198,A,2026-06-24 09:13:00,2026-06-24 09:38:00,v3.5,LATAM
12058,7004760,job_run,128,control,2026-01-18 15:56:00,2026-01-18 16:05:00,v4.8,EMEA
12059,7004760,dashboard_view,94,control,2026-07-01 09:34:00,2026-07-01 09:41:00,v4.2,LATAM
12060,7004760,login,130,control,2026-04-16 17:59:00,2026-04-16 18:16:00,v3.2,NA-East
12061,7004760,export,86,control,2026-01-29 00:37:00,2026-01-29 01:03:00,v5.3,APAC
12062,7004760,export,83,control,2026-04-07 19:16:00,2026-04-07 19:39:00,v5.5,EMEA
12063,7004760,login,140,B,2026-07-14 20:37:00,2026-07-14 20:54:00,v5.5,EMEA
12064,7004760,login,88,A,2025-12-26 07:51:00,2025-12-26 08:15:00,v4.8,NA-West
12065,7004760,export,159,control,2026-02-11 00:43:00,2026-02-11 01:11:00,v4.0,EMEA
12066,7004760,export,171,B,2025-12-14 12:54:00,2025-12-14 13:07:00,v3.3,EMEA
12067,7004760,job_run,15,A,2026-06-12 04:52:00,2026-06-12 04:57:00,v5.1,LATAM
12068,7004760,login,179,control,2026-04-06 09:05:00,2026-04-06 09:17:00,v4.0,NA-West
12069,7004760,login,117,A,2026-06-10 17:17:00,2026-06-10 17:33:00,v3.2,LATAM
12070,7004760,dashboard_view,67,B,2026-02-19 13:24:00,2026-02-19 13:33:00,v5.2,EMEA
12071,7004767,dashboard_view,140,B,2025-12-07 08:28:00,2025-12-07 08:36:00,v3.6,EMEA
12072,7004767,dashboard_view,3,B,2026-05-29 06:56:00,2026-05-29 06:58:00,v4.1,APAC
12073,7004767,login,146,B,2026-01-28 21:27:00,2026-01-28 21:43:00,v4.3,NA-West
12074,7004767,export,207,B,2025-11-27 05:38:00,2025-11-27 05:53:00,v4.5,NA-West
12075,7004767,api_call,59,A,2026-05-21 05:38:00,2026-05-21 05:44:00,v5.0,EMEA
12076,7004767,login,138,B,2026-02-15 13:50:00,2026-02-15 14:13:00,v3.4,NA-West
12077,7004767,job_run,65,A,2026-03-19 16:28:00,2026-03-19 16:56:00,v5.4,LATAM
12078,7004767,export,72,A,2026-01-19 13:48:00,2026-01-19 13:53:00,v3.3,NA-East
12079,7004767,job_run,149,control,2026-06-05 08:16:00,2026-06-05 08:29:00,v3.7,NA-East
12080,7004767,login,202,control,2025-12-19 19:54:00,2025-12-19 20:17:00,v3.2,EMEA
12081,7004767,job_run,155,A,2026-02-01 16:33:00,2026-02-01 17:01:00,v3.7,LATAM
12082,7004767,dashboard_view,137,B,2026-01-24 15:11:00,2026-01-24 15:17:00,v3.8,NA-West
12083,7004767,dashboard_view,6,B,2026-07-11 01:34:00,2026-07-11 01:51:00,v4.7,APAC
12084,7004767,api_call,87,B,2025-12-21 13:14:00,2025-12-21 13:39:00,v3.1,EMEA
12085,7004767,api_call,83,A,2026-04-09 12:45:00,2026-04-09 12:56:00,v4.6,LATAM
12086,7004767,api_call,71,A,2025-12-29 05:42:00,2025-12-29 05:55:00,v4.1,NA-East
12087,7004767,job_run,136,control,2026-04-15 07:45:00,2026-04-15 07:52:00,v4.0,LATAM
12088,7004767,export,78,control,2026-07-01 21:01:00,2026-07-01 21:08:00,v4.2,APAC
12089,7004767,job_run,145,control,2026-04-27 14:15:00,2026-04-27 14:28:00,v5.3,EMEA
12090,7004774,job_run,152,control,2025-12-04 14:48:00,2025-12-04 14:49:00,v4.6,NA-West
12091,7004774,export,124,B,2026-07-05 02:00:00,2026-07-05 02:18:00,v3.8,APAC
12092,7004774,export,88,control,2026-07-12 10:44:00,2026-07-12 11:02:00,v5.5,NA-East
12093,7004774,api_call,14,control,2026-03-30 17:29:00,2026-03-30 17:58:00,v4.7,APAC
12094,7004774,login,168,B,2026-05-22 15:38:00,2026-05-22 16:00:00,v4.1,EMEA
12095,7004774,job_run,79,A,2026-07-12 05:58:00,2026-07-12 06:27:00,v5.6,APAC
12096,7004774,job_run,196,B,2026-07-09 00:48:00,2026-07-09 01:16:00,v3.7,APAC
12097,7004774,login,135,control,2026-01-04 05:18:00,2026-01-04 05:28:00,v5.0,NA-East
12098,7004774,api_call,177,control,2026-05-15 21:08:00,2026-05-15 21:22:00,v3.6,EMEA
12099,7004774,login,174,B,2026-02-06 12:28:00,2026-02-06 12:47:00,v4.0,APAC
12100,7004774,dashboard_view,21,A,2026-06-13 09:07:00,2026-06-13 09:17:00,v5.7,EMEA
12101,7004774,login,71,control,2026-01-06 04:11:00,2026-01-06 04:13:00,v5.6,EMEA
12102,7004774,login,47,control,2026-04-29 14:28:00,2026-04-29 14:43:00,v3.8,APAC
12103,7004774,login,216,A,2026-02-02 14:23:00,2026-02-02 14:25:00,v4.5,APAC
12104,7004774,dashboard_view,210,control,2026-02-07 12:26:00,2026-02-07 12:50:00,v4.3,EMEA
12105,7004774,api_call,27,B,2026-03-03 20:09:00,2026-03-03 20:24:00,v3.5,NA-East
12106,7004774,dashboard_view,48,B,2025-12-02 15:35:00,2025-12-02 15:44:00,v4.2,NA-East
12107,7004774,export,1,A,2026-05-09 07:09:00,2026-05-09 07:30:00,v5.8,NA-West
12108,7004774,dashboard_view,185,control,2026-01-27 04:31:00,2026-01-27 04:33:00,v5.8,NA-East
12109,7004774,login,7,control,2026-07-05 16:22:00,2026-07-05 16:50:00,v4.5,EMEA
12110,7004774,api_call,48,control,2025-12-29 02:13:00,2025-12-29 02:14:00,v4.1,EMEA
12111,7004774,login,20,A,2026-04-15 10:37:00,2026-04-15 10:52:00,v4.2,LATAM
12112,7004774,dashboard_view,175,control,2026-02-13 07:31:00,2026-02-13 07:43:00,v5.7,EMEA
12113,7004774,job_run,37,B,2026-05-04 12:38:00,2026-05-04 13:00:00,v5.7,LATAM
12114,7004781,job_run,49,control,2026-05-08 19:03:00,2026-05-08 19:31:00,v4.6,LATAM
12115,7004781,dashboard_view,122,A,2026-04-06 11:01:00,2026-04-06 11:02:00,v5.0,APAC
12116,7004781,dashboard_view,124,B,2025-12-09 03:17:00,2025-12-09 03:21:00,v4.3,EMEA
12117,7004781,export,106,A,2025-11-29 17:30:00,2025-11-29 17:56:00,v4.1,APAC
12118,7004781,dashboard_view,186,B,2026-04-07 17:55:00,2026-04-07 18:12:00,v3.1,NA-East
12119,7004781,dashboard_view,149,B,2025-12-01 06:57:00,2025-12-01 07:15:00,v4.7,APAC
12120,7004781,dashboard_view,154,control,2026-06-02 14:41:00,2026-06-02 14:56:00,v4.3,NA-East
12121,7004781,export,196,B,2026-04-18 04:50:00,2026-04-18 05:02:00,v4.8,LATAM
12122,7004781,api_call,5,A,2026-01-05 00:57:00,2026-01-05 01:01:00,v3.7,EMEA
12123,7004781,job_run,97,A,2026-02-21 16:23:00,2026-02-21 16:47:00,v4.7,APAC
12124,7004781,job_run,123,B,2026-03-09 05:47:00,2026-03-09 05:53:00,v3.1,NA-East
12125,7004781,export,181,A,2026-02-26 19:45:00,2026-02-26 20:00:00,v5.2,EMEA
12126,7004781,export,66,control,2026-01-03 07:02:00,2026-01-03 07:21:00,v5.7,EMEA
12127,7004781,job_run,218,B,2025-12-21 00:03:00,2025-12-21 00:32:00,v5.8,LATAM
12128,7004788,dashboard_view,122,control,2026-04-16 19:11:00,2026-04-16 19:13:00,v3.0,NA-East
12129,7004788,dashboard_view,134,control,2026-04-03 12:38:00,2026-04-03 12:39:00,v5.5,EMEA
12130,7004788,job_run,48,control,2026-06-29 16:43:00,2026-06-29 16:56:00,v4.5,NA-East
12131,7004788,login,49,B,2026-01-07 02:21:00,2026-01-07 02:41:00,v4.7,NA-West
12132,7004788,export,54,A,2026-05-17 12:43:00,2026-05-17 13:03:00,v5.0,NA-East
12133,7004788,job_run,95,control,2026-05-21 17:33:00,2026-05-21 18:00:00,v3.0,NA-East
12134,7004788,api_call,103,A,2026-06-18 21:27:00,2026-06-18 21:40:00,v4.6,LATAM
12135,7004788,job_run,121,control,2026-05-05 01:36:00,2026-05-05 01:40:00,v4.5,LATAM
12136,7004788,dashboard_view,80,A,2025-11-30 06:16:00,2025-11-30 06:27:00,v3.1,NA-East
12137,7004788,job_run,217,control,2026-01-03 17:38:00,2026-01-03 17:49:00,v4.6,NA-East
12138,7004788,api_call,210,B,2026-04-05 19:52:00,2026-04-05 19:57:00,v3.5,LATAM
12139,7004788,export,34,control,2026-01-29 12:33:00,2026-01-29 12:51:00,v3.6,NA-East
12140,7004788,dashboard_view,28,B,2025-12-25 16:15:00,2025-12-25 16:21:00,v4.7,NA-East
12141,7004788,job_run,49,A,2025-12-17 05:51:00,2025-12-17 06:06:00,v3.7,NA-West
12142,7004788,login,81,A,2026-03-05 03:58:00,2026-03-05 04:22:00,v4.4,NA-East
12143,7004795,job_run,123,control,2026-05-04 11:09:00,2026-05-04 11:11:00,v5.4,NA-West
12144,7004795,dashboard_view,43,B,2025-12-19 21:04:00,2025-12-19 21:12:00,v5.6,APAC
12145,7004795,login,107,B,2026-05-17 04:42:00,2026-05-17 05:09:00,v4.8,NA-East
12146,7004795,login,171,A,2026-05-14 23:34:00,2026-05-14 23:48:00,v3.2,NA-East
12147,7004795,login,100,A,2025-12-08 01:43:00,2025-12-08 02:06:00,v5.3,NA-East
12148,7004795,export,3,control,2026-06-26 07:02:00,2026-06-26 07:29:00,v3.6,NA-West
12149,7004802,api_call,144,control,2026-05-25 18:30:00,2026-05-25 18:53:00,v3.7,EMEA
12150,7004802,dashboard_view,134,B,2026-07-15 07:25:00,2026-07-15 07:51:00,v5.3,LATAM
12151,7004802,dashboard_view,71,control,2026-04-15 19:19:00,2026-04-15 19:39:00,v3.8,APAC
12152,7004802,api_call,139,B,2026-02-08 14:52:00,2026-02-08 15:20:00,v5.1,EMEA
12153,7004802,job_run,60,B,2025-12-03 22:10:00,2025-12-03 22:29:00,v3.4,EMEA
12154,7004802,job_run,29,control,2025-12-27 06:03:00,2025-12-27 06:20:00,v3.8,NA-West
12155,7004802,api_call,129,B,2026-01-26 01:15:00,2026-01-26 01:39:00,v4.1,APAC
12156,7004802,api_call,53,control,2026-03-15 06:07:00,2026-03-15 06:13:00,v5.3,NA-East
12157,7004802,dashboard_view,213,B,2026-06-27 18:17:00,2026-06-27 18:37:00,v4.7,APAC
12158,7004802,dashboard_view,96,B,2026-06-12 11:27:00,2026-06-12 11:42:00,v4.8,NA-East
12159,7004802,export,210,B,2026-02-09 05:12:00,2026-02-09 05:21:00,v4.4,NA-East
12160,7004802,login,159,A,2025-12-12 01:03:00,2025-12-12 01:19:00,v4.0,NA-East
